,iyear,extended,vicinity,latitude,longitude,crit1,crit2,crit3,suicide,individual,nperps,nperpcap,claimed,nkill,nkillter,nwound,nwoundte,propextent,dayn,attacktype1_1,attacktype1_2,attacktype1_3,attacktype1_4,attacktype1_5,attacktype1_6,attacktype1_7,attacktype1_8,attacktype1_9,targtype1_1,targtype1_2,targtype1_3,targtype1_4,targtype1_5,targtype1_6,targtype1_7,targtype1_8,targtype1_9,targtype1_10,targtype1_11,targtype1_12,targtype1_13,targtype1_14,targtype1_15,targtype1_16,targtype1_17,targtype1_18,targtype1_19,targtype1_20,targtype1_21,targtype1_22,claimmode_1,claimmode_2,claimmode_3,claimmode_4,claimmode_5,claimmode_6,claimmode_7,claimmode_8,claimmode_9,claimmode_10
116,1970,False,False,40.78306,-73.971249,True,True,True,False,False,2.0,1.0,True,0.0,0.0,0.0,0.0,3.0,80,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
117,1970,False,False,40.78306,-73.971249,True,True,True,False,False,2.0,1.0,True,0.0,0.0,1.0,0.0,3.0,80,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
118,1970,False,False,40.844782,-73.864827,True,True,True,False,False,1.0,1.0,False,0.0,0.0,0.0,0.0,3.0,81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
120,1970,False,False,40.78306,-73.971249,True,True,True,False,False,1.0,0.0,False,0.0,0.0,17.0,0.0,3.0,81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
121,1970,False,False,28.538234999999997,-81.37738900000001,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,82,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
122,1970,False,False,40.78306,-73.971249,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,83,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
123,1970,False,False,41.508882,-81.611701,True,True,True,False,False,2.0,0.0,False,0.0,0.0,0.0,0.0,3.0,83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
124,1970,False,False,37.93781,-122.34270900000001,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,83,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
125,1970,False,False,37.777125,-122.41964399999999,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,86,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
126,1970,False,False,40.85122,-90.864369,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,89,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
129,1970,False,False,47.655335,-122.30351999999999,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
130,1970,False,False,42.7375,-84.483779,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
131,1970,False,False,42.455233,-76.475847,True,True,True,False,False,2.0,0.0,False,0.0,0.0,0.0,0.0,3.0,91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
132,1970,False,False,29.717394,-95.401831,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,91,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
136,1970,False,False,46.731958,-117.162603,True,True,True,False,False,2.0,0.0,False,0.0,0.0,0.0,0.0,3.0,94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
137,1970,False,False,35.76625,-117.370674,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
138,1970,False,False,35.76625,-117.370674,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,95,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
140,1970,False,False,29.717394,-95.401831,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
141,1970,False,False,38.973065000000005,-95.23653399999999,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,98,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
142,1970,False,False,37.023676,-94.735504,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
143,1970,False,False,34.04773,-118.20470900000001,True,True,True,False,False,2.0,1.0,True,0.0,0.0,0.0,0.0,3.0,98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
144,1970,False,False,38.624421000000005,-90.150603,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,99,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
145,1970,False,False,32.715695000000004,-117.16171899999999,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,101,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
146,1970,False,False,42.455233,-76.475847,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
147,1970,False,False,28.949564000000002,-95.344371,True,True,True,False,False,2.0,1.0,False,0.0,0.0,5.0,0.0,3.0,101,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
148,1970,False,False,37.869885,-122.27053899999999,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
149,1970,False,False,39.087921,-94.521196,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
150,1970,False,False,39.102959999999996,-94.583062,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
151,1970,False,False,39.102959999999996,-94.583062,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,103,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
152,1970,False,False,35.76625,-117.370674,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,104,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
155,1970,False,False,34.053490000000004,-118.245319,True,True,True,False,False,4.0,1.0,False,0.0,0.0,0.0,0.0,3.0,105,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
156,1970,False,False,34.0613,-118.203553,True,True,True,False,False,2.0,1.0,True,0.0,0.0,0.0,0.0,3.0,105,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
157,1970,False,False,34.04773,-118.20470900000001,True,True,True,False,False,2.0,1.0,True,0.0,0.0,0.0,0.0,3.0,105,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
158,1970,False,False,39.102959999999996,-94.583062,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,106,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
159,1970,False,False,39.102959999999996,-94.583062,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,106,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
160,1970,False,False,39.099888,-94.579763,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,106,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
161,1970,False,False,35.76625,-117.370674,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,106,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
162,1970,False,False,37.805065,-122.27302399999999,True,True,True,False,False,2.0,2.0,False,0.0,0.0,2.0,0.0,3.0,107,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
163,1970,False,False,47.603559999999995,-122.329439,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,109,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
164,1970,False,False,47.603559999999995,-122.329439,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,109,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
165,1970,False,False,47.603559999999995,-122.329439,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,109,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
166,1970,False,False,47.603559999999995,-122.329439,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,109,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
168,1970,False,False,38.954344,-95.25579599999999,True,True,True,False,False,2.0,0.0,False,0.0,0.0,3.0,0.0,2.0,110,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
169,1970,False,False,34.053490000000004,-118.245319,True,True,True,False,False,3.0,1.0,False,0.0,0.0,0.0,0.0,3.0,111,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
170,1970,False,False,35.76625,-117.370674,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,112,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
171,1970,False,False,37.871899,-122.25854,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,112,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
173,1970,False,False,43.04181,-87.90684399999999,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,112,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
175,1970,False,False,34.062684999999995,-117.16318100000001,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,112,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
176,1970,False,False,18.379626000000002,-67.18842099999999,True,True,True,False,False,2.0,1.0,True,0.0,0.0,0.0,0.0,3.0,113,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
177,1970,False,False,18.379626000000002,-67.18842099999999,True,True,True,False,False,2.0,1.0,True,0.0,0.0,0.0,0.0,3.0,113,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
180,1970,False,False,37.44466,-122.160794,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,114,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
182,1970,False,False,40.78306,-73.971249,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,114,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
183,1970,False,False,40.764469,-73.974488,True,True,True,False,False,2.0,2.0,True,0.0,0.0,0.0,0.0,3.0,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
185,1970,False,False,42.7375,-84.483779,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,115,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
186,1970,False,False,42.7375,-84.483779,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,115,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
187,1970,False,False,42.7375,-84.483779,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,115,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
188,1970,False,False,30.443334999999998,-91.186994,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,116,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
189,1970,False,True,30.443334999999998,-91.186994,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,116,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
191,1970,False,False,41.657825,-91.526534,True,True,True,False,False,2.0,1.0,False,0.0,0.0,2.0,0.0,3.0,117,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
192,1970,False,False,41.312065000000004,-72.928288,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,117,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
193,1970,False,False,42.056459000000004,-87.675267,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,117,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
196,1970,False,False,38.788097,-90.497479,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
199,1970,False,False,42.290156,-71.04897,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,121,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
200,1970,False,False,18.399712,-66.049987,True,True,True,False,False,2.0,1.0,False,0.0,0.0,1.0,0.0,3.0,121,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
201,1970,False,False,40.78306,-73.971249,True,True,True,False,False,4.0,1.0,False,0.0,0.0,0.0,0.0,3.0,121,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
202,1970,False,False,39.640397,-86.861622,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,121,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
203,1970,False,False,41.316324,-72.92234300000001,True,True,True,False,False,2.0,1.0,False,0.0,0.0,2.0,0.0,3.0,121,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
204,1970,False,False,40.844782,-73.864827,True,True,True,False,False,2.0,1.0,False,0.0,0.0,10.0,0.0,3.0,121,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
205,1970,False,False,40.860619,-73.898915,True,True,True,False,False,2.0,1.0,False,0.0,0.0,1.0,0.0,3.0,121,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
206,1970,False,False,40.1142,-88.243499,True,True,True,False,False,2.0,1.0,True,0.0,0.0,0.0,0.0,3.0,121,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
207,1970,False,False,40.1142,-88.243499,True,True,True,False,False,2.0,1.0,True,0.0,0.0,0.0,0.0,3.0,121,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
208,1970,False,False,39.645039000000004,-79.183128,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,124,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
210,1970,False,False,35.22076,-97.44659899999999,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,124,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
212,1970,False,False,46.404973,-117.00934099999999,True,True,True,False,False,1.0,1.0,False,0.0,0.0,0.0,0.0,3.0,125,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
214,1970,False,False,28.538234999999997,-81.37738900000001,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,125,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
216,1970,False,False,37.805065,-122.27302399999999,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,126,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
219,1970,False,False,45.511795,-122.675629,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,126,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
221,1970,False,False,45.511795,-122.675629,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,126,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
222,1970,False,False,42.301631,-71.067605,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,126,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
223,1970,False,False,40.78306,-73.971249,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,127,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
224,1970,False,False,41.356445,-72.096469,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,128,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
225,1970,False,False,40.818985,-73.595724,True,True,True,False,False,2.0,1.0,True,0.0,0.0,12.0,0.0,3.0,129,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
226,1970,False,False,34.092809,-118.32866100000001,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,129,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
228,1970,False,False,38.890370000000004,-77.031959,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,130,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
229,1970,False,False,29.76045,-95.369784,True,True,True,False,False,4.0,4.0,True,0.0,0.0,0.0,0.0,3.0,132,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230,1970,False,False,42.331685,-83.047924,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,132,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
231,1970,False,False,41.58979,-93.615659,True,True,True,False,False,2.0,1.0,False,0.0,0.0,2.0,0.0,3.0,133,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
232,1970,False,False,40.759505,-111.88822900000001,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,133,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
233,1970,False,False,36.312,-78.5882,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
236,1970,False,False,40.807534999999994,-73.96257299999999,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,134,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
238,1970,False,False,36.312,-78.5882,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,134,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
240,1970,False,False,40.712784,-74.005941,True,True,True,False,False,3.0,1.0,False,0.0,0.0,0.0,0.0,3.0,136,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
241,1970,False,False,38.550245000000004,-90.332723,True,True,True,False,False,2.0,1.0,False,0.0,0.0,0.0,0.0,3.0,139,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
